district_name,measures,volume,usage_area,apartments,living_area
Mitte,1,16,31.5,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–
Pankow,–,–,–,–,–
Charlottenburg-Wilmersdorf,2,21,37.9,–,–
Spandau,4,18,22.1,–,–
Steglitz-Zehlendorf,–,–,–,–,–
Tempelhof-Schöneberg,2,171,336,–,–
Neukölln,–,–,–,–,–
Treptow-Köpenick,3,10,12.1,–,–
Marzahn-Hellersdorf,4,18,32.7,–,–
Lichtenberg,–,–,–,–,–
Reinickendorf,1,2,4.9,2,0.6
