district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,2,12.0,23.6,0.0,0.0
02,2,78.0,101.0,0.0,0.0
03,3,12.0,24.6,0.0,0.0
04,1,11.0,23.0,0.0,0.0
05,1,2.0,3.6,0.0,0.0
06,0,0.0,0.0,0.0,0.0
07,0,0.0,0.0,0.0,0.0
08,1,1.0,4.4,0.0,0.0
09,4,28.0,54.5,0.0,0.0
10,3,27.0,45.7,0.0,0.0
11,1,1.0,3.9,0.0,0.0
12,1,9.0,16.7,0.0,0.0
