district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,3,19.0,10.1,66.0,35.0,9123.0
02,1,8.0,1.4,10.0,13.6,3427.0
03,21,60.0,17.4,136.0,120.8,21751.0
04,6,43.0,11.2,148.0,80.4,23055.0
05,4,3.0,0.7,7.0,8.5,1728.0
06,5,12.0,6.1,9.0,18.9,4715.0
07,3,4.0,1.6,5.0,7.9,1394.0
08,7,14.0,2.0,30.0,29.2,5968.0
09,15,75.0,9.8,516.0,141.4,28595.0
10,50,104.0,74.6,206.0,182.8,48613.0
11,13,152.0,73.5,349.0,245.1,61043.0
12,24,22.0,13.2,30.0,41.9,11481.0
