district_name,measures,volume,usage_area,apartments,living_area
Mitte,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–
Pankow,4,68,96.8,–,–
Charlottenburg-Wilmersdorf,3,10,20.6,–,–
Spandau,1,3,5.9,–,–
Steglitz-Zehlendorf,3,11,21.7,–,–
Tempelhof-Schöneberg,4,272,514.9,–,–
Neukölln,2,7,15.3,–,–
Treptow-Köpenick,5,91,189.3,–,–
Marzahn-Hellersdorf,3,15,37.3,–,–
Lichtenberg,1,2,4.4,–,–
Reinickendorf,2,11,17.5,–,–
