district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,9,2.4,21,19,9795
Friedrichshain–Kreuzberg,–,–,–,–,–
Pankow,9,2.9,8,18,6872
Charlottenburg–Wilmersdorf,10,39.4,– 8,-0.2,8110
Spandau,6,3.6,1,2.9,2262
Steglitz–Zehlendorf,15,22.6,24,13.8,15529
Tempelhof–Schöneberg,9,1.3,20,20,6435
Neukölln,5,-1.3,47,30.1,13513
Treptow–Köpenick,8,4.9,2,4,2377
Marzahn–Hellersdorf,1,–,–,0.2,30
Lichtenberg,3,-7.1,108,13.4,2747
Reinickendorf,6,-2.9,– 1,0.5,8246
