id,measures,usage_area,apartments,living_area,estimated_costs
01,6,"– 0,5",32,24.9,7854
02,4,"– 8,9",11,11.8,5411
03,2,–,2,"– 1,1",110
04,2,2.2,1,0,3442
05,5,"– 48,1",128,48,20311
06,5,1,2,3.6,3502
07,5,1.6,7,5.1,1633
08,–,–,–,–,–
09,8,"– 0,2",3,2.5,1213
10,3,"– 3,8",2,2.3,2170
11,2,5.6,1,1.4,140
12,13,1.5,9,5.1,2781
