id,measures,volume,usage_area,apartments,living_area
01,1,355,298,–,–
02,–,–,–,–,–
03,–,–,–,–,–
04,–,–,–,–,–
05,7,263,362.8,–,–
06,2,39,39.3,–,–
07,–,–,–,–,–
08,1,4,6.6,1,2.7
09,6,54,71.4,–,–
10,–,–,–,–,–
11,–,–,–,–,–
,2,11,18.8,–,–
