district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,5,0.6,14,6.4,3126
Friedrichshain-Kreuzberg,4,"– 2,6",7,7.3,2837
Pankow,6,31.2,– 17,"– 24,5",1349
Charlottenburg-Wilmersdorf,7,"– 6,9",11,14,16585
Spandau,5,0.3,3,0.7,1287
Steglitz-Zehlendorf,17,5.5,5,6.3,3906
Tempelhof-Schöneberg,3,0.2,2,1.8,831
Neukölln,5,"– 4,4",10,9.9,4238
Treptow-Köpenick,8,1.5,4,4.6,2047
Marzahn-Hellersdorf,5,2.9,2,3.5,949
Lichtenberg,4,3.7,8,6.1,3176
Reinickendorf,8,3.2,2,3.7,2625
