district_name,measures,volume,usage_area,apartments,living_area
Mitte,–,–,–,–,–
Friedrichshain-Kreuzberg,1,152,348.2,–,–
Pankow,1,11,15.1,–,–
Charlottenburg-Wilmersdorf,1,10,19.1,–,–
Spandau,–,–,–,–,–
Steglitz-Zehlendorf,1,12,31.8,–,–
Tempelhof-Schöneberg,2,71,58.3,–,–
Neukölln,2,25,49.6,30,21.3
Treptow-Köpenick,3,7,19.7,–,–
Marzahn-Hellersdorf,1,11,19,–,–
Lichtenberg,–,–,–,–,–
Reinickendorf,1,5,8.5,2,2
