id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,1,3,1.1,10,7.1,1904
03,31,173,101.6,489,322.8,58290
04,2,4,2.3,8,7,3009
05,5,37,22.5,78,60.9,18574
06,8,18,11.5,37,27.9,10407
07,3,3,2.8,3,3.6,1348
08,10,11,5.4,13,21.3,5275
09,32,85,13.9,230,168,32470
10,22,17,6.6,25,33.9,7830
11,18,54,13.3,254,103.1,17794
,14,35,12.7,41,55.8,14595
