district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,4,"– 3,2",6,8.6,3279
Friedrichshain-Kreuzberg,6,6.9,17,13,22939
Pankow,6,"– 6,5",16,17.6,6014
Charlottenburg-Wilmersdorf,11,"– 10,6",16,13.9,15925
Spandau,3,0.4,1,1.2,680
Steglitz-Zehlendorf,10,1.2,4,5.4,3834
Tempelhof-Schöneberg,9,1.3,– 5,4.9,15777
Neukölln,–,–,–,–,–
Treptow-Köpenick,8,8.4,1,2.5,28334
Marzahn-Hellersdorf,1,0.1,–,0.1,205
Lichtenberg,5,9.5,– 2,1.6,8645
Reinickendorf,10,3.2,12,11.4,6334
