id,measures,usage_area,apartments,living_area,estimated_costs
01,10,47.3,8,10.7,38539
02,7,1.1,17,17.1,15109
03,9,4,9,9.7,2960
04,19,67.5,165,88.0,77954
05,14,298.5,65,29.4,247696
06,23,8.9,81,84.9,33044
07,14,33.3,55,22.8,14175
08,2,"– 0,4",2,1.7,200
09,26,134,114,74.2,98269
10,13,21,23,18.8,10449
11,6,21.8,44,36.9,15598
12,18,108.2,38,31.5,49029
