district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,2,13.0,11.1,22.0,25.3,7969.0
02,0,0.0,0.0,0.0,0.0,0.0
03,13,41.0,26.6,76.0,72.0,21160.0
04,7,31.0,7.5,89.0,69.1,19334.0
05,11,54.0,5.1,161.0,107.1,28265.0
06,4,7.0,4.5,9.0,11.9,3778.0
07,4,13.0,3.6,35.0,25.6,8428.0
08,4,34.0,0.0,164.0,60.9,15811.0
09,52,179.0,45.6,532.0,377.4,90247.0
10,11,9.0,1.8,13.0,20.4,5323.0
11,34,248.0,14.3,627.0,435.3,106415.0
12,8,18.0,4.8,49.0,39.4,10367.0
