district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,1,1.0,0.2,1.0,1.3,371.0
02,0,0.0,0.0,0.0,0.0,0.0
03,9,7.0,3.0,9.0,12.5,3404.0
04,0,0.0,0.0,0.0,0.0,0.0
05,6,5.0,2.4,7.0,8.8,2562.0
06,3,4.0,2.3,3.0,6.2,2284.0
07,3,3.0,1.6,3.0,4.6,1455.0
08,0,0.0,0.0,0.0,0.0,0.0
09,18,11.0,2.6,19.0,23.5,5216.0
10,10,6.0,0.6,10.0,14.9,3684.0
11,0,0.0,0.0,0.0,0.0,0.0
12,4,5.0,1.2,6.0,8.4,1722.0
