district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,9,2.4,21,19.0,9795.0
02,0,0.0,0,0.0,0.0
03,9,2.9,8,18.0,6872.0
04,10,39.4,-8,-0.2,8110.0
05,6,3.6,1,2.9,2262.0
06,15,22.6,24,13.8,15529.0
07,9,1.3,20,20.0,6435.0
08,5,-1.3,47,30.1,13513.0
09,8,4.9,2,4.0,2377.0
10,1,0.0,0,0.2,30.0
11,3,-7.1,108,13.4,2747.0
12,6,-2.9,-1,0.5,8246.0
