district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,0,0.0,0.0,0.0,0.0
02,0,0.0,0.0,0.0,0.0
03,4,68.0,96.8,0.0,0.0
04,3,10.0,20.6,0.0,0.0
05,1,3.0,5.9,0.0,0.0
06,3,11.0,21.7,0.0,0.0
07,4,272.0,514.9,0.0,0.0
08,2,7.0,15.3,0.0,0.0
09,5,91.0,189.3,0.0,0.0
10,3,15.0,37.3,0.0,0.0
11,1,2.0,4.4,0.0,0.0
12,2,11.0,17.5,0.0,0.0
