district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,3,18.0,1.1,27.0,29.9,7904.0
02,0,0.0,0.0,0.0,0.0,0.0
03,15,41.0,14.6,77.0,73.9,16716.0
04,3,20.0,0.0,37.0,36.3,9099.0
05,3,116.0,61.7,111.0,65.9,16295.0
06,4,16.0,6.3,29.0,33.7,9086.0
07,9,50.0,4.8,130.0,100.9,20982.0
08,57,290.0,121.7,963.0,555.6,133238.0
09,17,38.0,32.3,110.0,78.2,14638.0
10,17,14.0,6.7,19.0,27.1,6111.0
11,14,160.0,11.0,741.0,292.3,62296.0
12,5,17.0,14.4,33.0,31.5,8986.0
