district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,6,-0.3,12.0,13.7,3508.0
02,1,0,3.0,2.1,1465.0
03,7,7.3,8.0,11.3,5559.0
04,7,-0.1,27.0,24.7,11089.0
05,3,-1.0,1.0,2.5,913.0
06,5,7.5,4.0,1.3,7270.0
07,5,-18.5,3.0,3.9,55686.0
08,18,8.3,12.0,13.0,4834.0
09,5,2.3,9.0,1.0,3119.0
10,6,0.4,1.0,2.2,444.0
11,0,0,0.0,0.0,0.0
12,10,0.9,0.0,5.6,2081.0
