district_name,measures,volume,usage_area,apartments,living_area
Mitte,4,93,132.8,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–
Pankow,3,4,7,1,0.4
Charlottenburg-Wilmersdorf,3,31,66.8,–,–
Spandau,2,28,42.8,–,–
Steglitz-Zehlendorf,–,–,–,–,–
Tempelhof-Schöneberg,–,–,–,–,–
Neukölln,–,–,–,–,–
Treptow-Köpenick,7,188,605.7,38,28.1
Marzahn-Hellersdorf,5,44,52.9,–,–
Lichtenberg,1,88,163.5,–,–
Reinickendorf,–,–,–,–,–
