district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,11,9,3.6,11,16.3,3840
Charlottenburg-Wilmersdorf,1,1,2.1,1,3,1551
Spandau,8,5,2,8,9.2,2207
Steglitz-Zehlendorf,6,5,3.9,6,8.5,2418
Tempelhof-Schöneberg,5,3,0.8,5,5.8,1346
Neukölln,4,4,2.1,4,8,1411
Treptow-Köpenick,14,8,2.6,14,18.7,3943
Marzahn-Hellersdorf,21,13,4.9,23,26.9,6017
Lichtenberg,2,1,0.4,2,2.4,677
Reinickendorf,5,3,0.6,6,6.1,1912
