district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,6,15.4,6,6.5,15546
Friedrichshain-Kreuzberg,5,0.2,6,5.5,1790
Pankow,8,4.2,-6,14.2,9342
Charlottenburg-Wilmersdorf,10,2.8,18,25.7,9644
Spandau,5,4.0,–,2.0,2144
Steglitz-Zehlendorf,9,0.6,1,4.1,4957
Tempelhof-Schöneberg,9,7.0,45,29.1,21550
Neukölln,4,-4.8,6,5.5,1724
Treptow-Köpenick,7,-0.7,8,8.7,1578
Marzahn-Hellersdorf,2,4.3,–,0.1,2743
Lichtenberg,3,1.6,1,1.0,847
Reinickendorf,4,0.6,4,5.3,1175
