id,measures,volume,usage_area,apartments,living_area
01,2,75,104.3,–,–
02,2,414,809.3,141,96.3
03,2,8,15.9,–,–
04,3,67,93.2,–,–
05,2,43,52,–,–
06,–,–,–,–,–
07,1,24,44.9,–,–
08,2,20,37.2,–,–
09,1,1,2,–,–
10,2,78,97.2,–,–
11,1,1,1.7,–,–
,–,–,–,–,–
