id,measures,usage_area,apartments,living_area,estimated_costs
01,16,2.4,46,30.9,12479
02,3,"– 6,2",7,10.1,2290
03,2,"– 3,8",5,6.4,1616
04,5,2.2,4,3.5,8248
05,6,60.6,–,0.2,677
06,5,2.5,20,12.5,4505
07,7,13.5,3,3.5,5162
08,8,"– 4,8",5,6.2,13247
09,10,"– 2,2",4,5.2,2006
10,5,6.5,2,3.7,2738
11,2,"– 0,1",–,0.1,86
,1,–,–,–,722
