district_name,measures,volume,usage_area,apartments,living_area
Mitte,2,18,41.9,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–
Pankow,2,9,12.4,–,–
Charlottenburg-Wilmersdorf,1,6,11.3,2,3.5
Spandau,6,67,161.8,–,–
Steglitz-Zehlendorf,1,24,18.8,–,–
Tempelhof-Schöneberg,–,–,–,–,–
Neukölln,1,1,0.9,–,–
Treptow-Köpenick,–,–,–,–,–
Marzahn-Hellersdorf,3,20,23.1,–,–
Lichtenberg,–,–,–,–,–
Reinickendorf,1,34,48.6,–,–
