district_name,measures,volume,usage_area,apartments,living_area
Mitte,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–
Pankow,6,75,178.3,–,–
Charlottenburg-Wilmersdorf,1,19,39.7,–,–
Spandau,2,11,16.8,12,4.3
Steglitz-Zehlendorf,1,1,4.2,–,–
Tempelhof-Schöneberg,1,8,16.2,–,–
Neukölln,1,140,309.5,–,–
Treptow-Köpenick,3,29,37.5,–,–
Marzahn-Hellersdorf,2,18,19,–,–
Lichtenberg,1,15,28.3,–,–
Reinickendorf,–,–,–,–,–
