district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,3,-15.5,7,5.2,30495
Friedrichshain-Kreuzberg,3,42.8,-1,-1.0,33815
Pankow,8,2.2,1,5.0,2050
Charlottenburg-Wilmersdorf,9,5.0,24,39.4,17630
Spandau,9,3.8,7,11.7,3720
Steglitz-Zehlendorf,14,-2.4,8,14.7,5216
Tempelhof-Schöneberg,7,2.4,6,5.2,1289
Neukölln,4,0.9,23,14.0,2756
Treptow-Köpenick,10,1.7,11,7.7,6448
Marzahn-Hellersdorf,9,-5.7,5,8.0,843
Lichtenberg,2,-0.7,1,0.9,109
Reinickendorf,14,1.7,5,6.6,2098
