district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,10,7,1.9,10,14,3106
Charlottenburg-Wilmersdorf,1,1,0.6,1,2.4,1009
Spandau,4,4,2.4,4,6.4,1643
Steglitz-Zehlendorf,6,8,6.1,6,13.3,6660
Tempelhof-Schöneberg,3,3,2.8,3,3.6,1348
Neukölln,9,8,1.8,10,16.7,3972
Treptow-Köpenick,22,14,3.4,24,28.5,6498
Marzahn-Hellersdorf,21,15,6.6,22,30.1,7358
Lichtenberg,7,5,2.4,8,10.9,1919
Reinickendorf,9,10,4.7,9,15.5,4312
