id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,12,16,10.3,34,35.1,7557
04,8,84,18.9,196,158.5,44157
05,3,2,1.4,3,4.8,943
06,6,19,7.6,32,38.5,12857
07,–,–,–,–,–,–
08,8,18,11.4,39,31.5,10131
09,24,39,14.6,131,83.8,24624
10,16,61,6.7,191,130.6,31808
11,–,–,–,–,–,–
12,12,29,13.2,109,52.3,20165
