district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,3,39.0,7.2,106.0,63.1,22071.0
02,3,29.0,10.5,69.0,53.0,16234.0
03,24,68.0,31.8,142.0,122.4,27713.0
04,1,6.0,3.0,6.0,12.3,3660.0
05,2,4.0,1.0,9.0,8.1,1417.0
06,18,28.0,5.4,62.0,62.0,13423.0
07,28,64.0,26.9,161.0,126.3,32679.0
08,15,66.0,28.7,190.0,115.9,26648.0
09,34,220.0,62.6,672.0,468.9,87378.0
10,27,56.0,16.2,191.0,126.6,32298.0
11,3,23.0,5.3,204.0,41.0,15278.0
12,13,39.0,26.4,126.0,100.6,17304.0
