building_permits_total,building_permits_residential_buildings,building_permits_non_residential_buildings,building_measure_on_existing_buildings,usage_area,living_area,apartments,apartment_rooms,estimated_costs
307.0,171.0,41.0,95.0,2871.3,1490.2,2143.0,5735.0,1136839.0
