district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,1,15.0,35.2,0.0,0.0
02,3,316.0,579.4,101.0,59.6
03,2,20.0,46.0,0.0,0.0
04,6,121.0,248.6,0.0,0.0
05,12,388.0,699.1,0.0,0.0
06,3,51.0,78.3,0.0,0.0
07,2,91.0,213.0,0.0,0.0
08,2,57.0,128.4,0.0,0.0
09,4,122.0,279.7,0.0,0.0
10,1,42.0,52.7,0.0,0.0
11,3,65.0,120.4,0.0,0.0
12,2,106.0,109.0,0.0,0.0
