district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,7,11.5,26.0,28.1,13557.0
02,7,-4.4,20.0,15.6,10378.0
03,9,7.1,8.0,10.8,11122.0
04,10,5.7,12.0,18.5,28345.0
05,1,0.0,0.0,0.1,6.0
06,16,-5.3,1.0,19.9,7218.0
07,10,-2.6,8.0,10.5,4041.0
08,7,0.1,7.0,7.3,1586.0
09,10,3.2,8.0,4.7,16932.0
10,2,0.0,0.0,0.5,148.0
11,4,-5.0,6.0,5.1,945.0
12,12,46.9,8.0,9.4,11769.0
