district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–
Friedrichshain-Kreuzberg,5,9.8,-9,2.2,37021
Pankow,11,16.3,18,10.5,30059
Charlottenburg-Wilmersdorf,16,-7.3,46,58.6,42876
Spandau,4,-3.1,6,5.8,2469
Steglitz-Zehlendorf,6,-0.3,1,0.7,459
Tempelhof-Schöneberg,6,-2.5,-1,1.3,4264
Neukölln,15,2.4,2,8,3135
Treptow-Köpenick,9,-52.1,8,8.4,8575
Marzahn-Hellersdorf,9,10,9,4.7,8904
Lichtenberg,6,4.3,-5,7.3,12967
Reinickendorf,9,44.2,2,3.3,33478
