district_name,measures,volume,usage_area,apartments,living_area
Mitte,–,–,–,–,–
Friedrichshain-Kreuzberg,2,153,365.5,–,–
Pankow,–,–,–,–,–
Charlottenburg-Wilmersdorf,1,102,243.5,–,–
Spandau,–,–,–,–,–
Steglitz-Zehlendorf,1,12,16.8,14,13
Tempelhof-Schöneberg,1,57,91.5,–,–
Neukölln,1,0,0.8,–,–
Treptow-Köpenick,13,276,238.1,–,–
Marzahn-Hellersdorf,–,–,–,–,–
Lichtenberg,1,16,42,–,–
Reinickendorf,–,–,–,–,–
