id,measures,volume,usage_area,apartments,living_area
01,1,160,338.4,–,–
02,–,–,–,–,–
03,1,3,7,–,–
04,1,10,10.9,–,–
05,2,46,89.9,–,–
06,1,4,8.7,–,–
07,2,48,91.4,–,–
08,5,29,52.1,–,–
09,1,9,17.1,–,–
10,1,64,100.5,–,–
11,3,80,126.1,–,–
,6,126,213.9,–,–
