id,measures,usage_area,apartments,living_area,estimated_costs
01,10,-0.8,47,29.1,12578
,7,-4.9,18,13.8,3893
03,9,3.4,18,12.9,9700
,12,-33,46,40.6,12736
05,2,0.5,2,2,344
,13,-0.3,8,8.3,3595
,6,-0.4,3,1.8,1271
08,19,0.2,32,22.4,14228
,5,-3,2,2.6,277
,4,0.2,–,1.2,496
11,1,18.3,–,–,595
,2,0.2,–,0.9,462
