id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,1,0,–,1,0.9,262
04,1,1,0.9,1,1.2,380
05,1,0,0.1,1,0.8,200
06,5,8,2,5,13.6,6149
07,6,5,1.5,6,9,2701
08,–,–,–,–,–,–
09,38,26,9.2,40,47,10962
10,41,21,3.8,44,43.3,14727
11,3,2,1.2,3,4.5,940
12,4,3,2.9,5,6,1878
