id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,4,4,0.9,5,7.1,1762
04,1,0,0.2,1,0.9,234
05,9,8,5.2,10,15.5,2949
06,4,2,0.8,4,4.8,1142
07,–,–,–,–,–,–
08,2,1,0.2,2,2.2,366
09,13,7,2.9,13,14.6,3386
10,11,7,1.9,12,15.5,4460
11,–,–,–,–,–,–
,7,7,4.3,7,11.4,3304
