id,measures,usage_area,apartments,living_area,estimated_costs
01,17,114.9,98,71.8,44457
02,7,1.5,62,43.7,20039
03,11,13.2,50,47.2,14296
04,16,56,28,28,30829
05,20,11.8,17,26.2,9128
06,24,69.9,58,64.6,50737
07,9,6.8,23,19.9,8579
08,8,21.2,9,11,8924
09,53,182.3,620,399.6,106833
10,16,65.2,13,16.3,26500
11,7,27.2,100,62.5,18885
,10,122.4,7,11.5,6069
