id,measures,usage_area,apartments,living_area,estimated_costs
01,10,168.7,77,27.1,93475
02,13,190.2,377,294.6,151795
03,48,101.5,133,157.4,41489
04,28,22.8,381,164.0,48034
05,17,82.7,71,67.5,15092
06,19,49.2,24,32.9,14102
07,19,452.4,100,101.1,129721
08,9,6.3,25,23.5,5417
09,51,120.5,276,227.1,50129
10,22,28.6,219,167.1,28925
11,25,227.0,210,173.1,106897
,23,68.1,15,21.6,15596
