id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,23,17,4,23,30.7,7998
04,–,–,–,–,–,–
05,10,8,4.2,12,16.1,3070
06,4,3,2.1,4,5.2,1481
07,6,5,2.4,6,8,2331
08,6,5,2.5,6,11.3,2279
09,19,13,7.6,20,25.6,5826
10,11,8,3.8,11,14.8,3495
11,3,2,0.3,3,4.5,972
,10,8,4.4,12,15.9,4173
