district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,5,46.0,98.0,0.0,0.0
02,1,52.0,105.0,0.0,0.0
03,2,9.0,20.1,0.0,0.0
04,1,28.0,46.5,0.0,0.0
05,0,0.0,0.0,0.0,0.0
06,0,0.0,0.0,0.0,0.0
07,1,1.0,1.0,0.0,0.0
08,1,3.0,2.9,0.0,0.0
09,2,59.0,130.7,0.0,0.0
10,1,2.0,2.7,0.0,0.0
11,1,0.0,1.0,0.0,0.0
12,2,6.0,13.5,0.0,0.0
