district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,4,1.3,-4.0,7.3,3161.0
02,3,0.3,2.0,1.2,415.0
03,15,-0.6,5.0,8.5,6630.0
04,12,7.7,32.0,26.6,18586.0
05,8,0.0,1.0,5.9,2039.0
06,26,0.6,2.0,17.1,6414.0
07,6,-5.8,1.0,5.3,7630.0
08,1,0.8,1.0,0.7,242.0
09,8,6.9,-11.0,-6.8,1397.0
10,9,15.9,7.0,4.2,33652.0
11,2,62.5,0.0,0.0,3301.0
12,6,-0.3,6.0,7.5,1793.0
