district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,4,3.4,9.0,0.5,2775.0
02,7,1.2,0.0,10.3,3934.0
03,4,-2.0,6.0,3.6,875.0
04,10,0.3,7.0,22.0,10304.0
05,5,-23.3,0.0,1.5,723.0
06,7,28.7,-1.0,3.2,63082.0
07,7,-0.8,1.0,4.8,1162.0
08,1,0.0,11.0,0.3,1409.0
09,11,-6.1,-3.0,11.3,8875.0
10,4,0.0,0.0,2.0,481.0
11,3,-23.5,3.0,1.8,1013.0
12,10,-10.7,65.0,19.3,5818.0
