district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,2,8.0,0.4,25.0,18.7,4463.0
02,0,0.0,0.0,0.0,0.0,0.0
03,54,56.0,15.4,138.0,117.9,22910.0
04,2,17.0,1.6,56.0,31.9,7297.0
05,12,46.0,20.9,337.0,84.7,18783.0
06,8,11.0,9.6,14.0,19.6,4594.0
07,24,31.0,9.2,40.0,58.7,9638.0
08,2,1.0,0.6,2.0,3.9,768.0
09,41,114.0,45.4,374.0,235.8,50333.0
10,20,48.0,16.4,123.0,100.5,18377.0
11,7,38.0,19.3,106.0,69.1,18468.0
12,8,7.0,2.5,8.0,14.3,2946.0
