district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,0,0.0,0.0,0.0,0.0
02,2,129.0,242.7,0.0,0.0
03,5,164.0,227.3,0.0,0.0
04,1,132.0,234.8,0.0,0.0
05,2,38.0,42.0,0.0,0.0
06,2,12.0,18.4,0.0,0.0
07,4,66.0,120.5,0.0,0.0
08,0,0.0,0.0,0.0,0.0
09,1,23.0,45.9,0.0,0.0
10,3,26.0,78.9,0.0,0.0
11,2,168.0,237.8,0.0,0.0
12,1,11.0,19.0,0.0,0.0
