district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,9,6,17,14.8,14074
Friedrichshain-Kreuzberg,5,0.6,28,20.1,6902
Pankow,5,8.5,13,10.7,4355
Charlottenburg-Wilmersdorf,11,0.1,5,7.7,4444
Spandau,10,5,3,6.7,5001
Steglitz-Zehlendorf,14,2.4,10,15.5,4920
Tempelhof-Schöneberg,7,"– 0,1",2,4,3363
Neukölln,4,–,3,6.5,1870
Treptow-Köpenick,13,4.7,15,16.3,4934
Marzahn-Hellersdorf,2,14.2,1,0.8,4031
Lichtenberg,4,"– 3,3",– 1,4.9,1422
Reinickendorf,3,118.2,–,0.1,2765
