district_name,measures,volume,usage_area,apartments,living_area
Mitte,1,54,102.1,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–
Pankow,–,–,–,–,–
Charlottenburg-Wilmersdorf,2,22,46.7,–,–
Spandau,–,–,–,–,–
Steglitz-Zehlendorf,2,31,42.1,–,–
Tempelhof-Schöneberg,–,–,–,–,–
Neukölln,1,11,19,–,–
Treptow-Köpenick,4,32,77,–,–
Marzahn-Hellersdorf,3,34,49,–,–
Lichtenberg,1,14,23.8,2,2.6
Reinickendorf,–,–,–,–,–
