district_id,buildings,usage_area,apartments,apartments_usage_area,estimated_costs
01,6,3.8,9.0,5.5,49320.0
02,8,"– 4,3",13.0,11.8,3717.0
03,27,0.8,165.0,41.5,11357.0
04,12,"– 19,7",20.0,2.9,21278.0
05,5,"– 0,7",6.0,6.1,1246.0
06,8,"– 0,5",6.0,8.5,5141.0
07,8,"– 2,5",6.0,6.1,8371.0
08,6,2.8,13.0,6.2,2311.0
09,7,2,13.0,7.3,1814.0
10,3,1.5,1.0,1.7,6033.0
11,4,"– 4,9",38.0,7.0,1014.0
12,21,3.2,6.0,11.2,7735.0
