district_id,buildings,volume,usage_area,apartments,apartments_usage_area
01,1,4.0,5.0,0.0,0.0
02,1,5.0,7.0,0.0,0.0
03,2,8.0,11.9,0.0,0.0
04,2,35.0,70.0,0.0,0.0
05,1,3.0,6.5,1.0,1.4
06,3,31.0,67.1,0.0,0.0
07,1,1.0,1.7,0.0,0.0
08,0,0.0,0.0,0.0,0.0
09,0,0.0,0.0,0.0,0.0
10,1,2.0,4.3,0.0,0.0
11,2,9.0,23.8,0.0,0.0
12,1,11.0,12.5,0.0,0.0
