district_id,buildings,volume,usage_area,apartments,apartments_usage_area,estimated_costs
01,0,0.0,0.0,0.0,0.0,0.0
02,0,0.0,0.0,0.0,0.0,0.0
03,12,10.0,8.5,12.0,19.7,5531.0
04,1,3.0,1.0,1.0,7.4,1470.0
05,0,0.0,0.0,0.0,0.0,0.0
06,1,1.0,0.9,1.0,1.3,725.0
07,5,4.0,1.6,5.0,7.0,2021.0
08,4,4.0,1.4,4.0,7.2,1716.0
09,12,7.0,1.0,13.0,15.9,3975.0
10,8,7.0,0.8,10.0,15.5,3329.0
11,3,2.0,0.3,3.0,4.1,811.0
12,17,14.0,5.5,18.0,25.1,7412.0
