district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,–,–,–,–,–,–
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,7,5,2.1,9,10.2,2481
Charlottenburg-Wilmersdorf,–,–,–,–,–,–
Spandau,5,6,1.3,5,12.1,4323
Steglitz-Zehlendorf,4,6,4.2,4,10.5,4110
Tempelhof-Schöneberg,–,–,–,–,–,–
Neukölln,–,–,–,–,–,–
Treptow-Köpenick,12,8,5.4,13,14.8,3944
Marzahn-Hellersdorf,5,3,0.5,6,7.1,1921
Lichtenberg,2,2,0.2,2,3.5,828
Reinickendorf,6,7,4.1,9,13.8,3048
