district_name,measures,usage_area,apartments,living_area,estimated_costs
Mitte,6,"– 0,5",32,24.9,7854
Friedrichshain-Kreuzberg,4,"– 8,9",11,11.8,5411
Pankow,2,–,2,"– 1,1",110
Charlottenburg-Wilmersdorf,2,2.2,1,0,3442
Spandau,5,"– 48,1",128,48,20311
Steglitz-Zehlendorf,5,1,2,3.6,3502
Tempelhof-Schöneberg,5,1.6,7,5.1,1633
Neukölln,–,–,–,–,–
Treptow-Köpenick,8,"– 0,2",3,2.5,1213
Marzahn-Hellersdorf,3,"– 3,8",2,2.3,2170
Lichtenberg,2,5.6,1,1.4,140
Reinickendorf,13,1.5,9,5.1,2781
