id,measures,usage_area,apartments,living_area,estimated_costs
01,5,0.6,14,6.4,3126
02,4,"– 2,6",7,7.3,2837
03,6,31.2,– 17,"– 24,5",1349
04,7,"– 6,9",11,14,16585
05,5,0.3,3,0.7,1287
06,17,5.5,5,6.3,3906
07,3,0.2,2,1.8,831
08,5,"– 4,4",10,9.9,4238
09,8,1.5,4,4.6,2047
10,5,2.9,2,3.5,949
11,4,3.7,8,6.1,3176
12,8,3.2,2,3.7,2625
