id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,1,26,10.5,125,40.9,14351
03,5,8,2.6,19,17.2,6782
04,1,3,2.9,5,3.8,1844
05,7,64,14.6,179,125.6,22642
06,10,33,11.1,61,60.9,17473
07,4,4,2.2,9,7.1,2088
08,1,2,1.5,4,4.2,981
09,22,56,11.6,168,127.5,36527
10,15,94,18.8,314,294.7,45979
11,2,4,1.3,11,7.7,2095
12,10,11,6.8,14,17.3,4568
