id,measures,volume,usage_area,apartments,living_area
01,2,5,13.3,–,–
02,1,19,37.1,–,–
03,1,3,4.1,–,–
04,1,2,5.1,–,–
05,5,73,95.2,–,–
06,–,–,–,–,–
07,1,9,9.1,–,–
08,–,–,–,–,–
09,1,1,1.9,–,–
10,1,19,24.5,–,–
11,4,186,284.1,–,–
,2,17,17.3,–,–
