id,measures,usage_area,apartments,living_area,estimated_costs
01,3,0.4,– 1,2.9,2876
02,8,"– 23,3",75,39.4,18762
03,9,"– 2,2",11,9.5,3100
04,3,"– 6,4",10,8.8,917
05,4,"– 9,1",35,10.5,955
06,2,0,–,1.7,210
07,5,"– 1,0",24,15.4,4399
08,5,2.1,–,0.4,24943
09,–,–,–,–,–
10,3,24,–,0.8,2113
11,1,–,2,0.6,183
,4,0.8,5,5,530
