id,measures,usage_area,apartments,living_area,estimated_costs
01,11,148.2,26,21.1,62301
02,7,14.8,44,23.6,6950
03,24,27.7,60,54.9,20467
04,14,71.6,19,28.8,28027
05,36,116.0,335,237.3,87304
06,15,4.5,7,12.6,7375
07,17,16.6,79,53.8,27616
08,8,-2.6,10,13.5,3135
09,39,636.8,181,162.0,72599
10,31,64.7,48,48.8,25868
11,9,190.1,578,178.5,86289
,16,30.9,124,97.0,26286
