id,measures,usage_area,apartments,living_area,estimated_costs
01,6,15.4,6,6.5,15546
02,5,0.2,6,5.5,1790
03,8,4.2,-6,14.2,9342
04,10,2.8,18,25.7,9644
05,5,4.0,–,2.0,2144
06,9,0.6,1,4.1,4957
07,9,7.0,45,29.1,21550
08,4,-4.8,6,5.5,1724
09,7,-0.7,8,8.7,1578
10,2,4.3,–,0.1,2743
11,3,1.6,1,1.0,847
12,4,0.6,4,5.3,1175
