id,measures,volume,usage_area,apartments,living_area,estimated_costs
01,–,–,–,–,–,–
02,–,–,–,–,–,–
03,11,9,3.6,11,16.3,3840
04,1,1,2.1,1,3,1551
05,8,5,2,8,9.2,2207
06,6,5,3.9,6,8.5,2418
07,5,3,0.8,5,5.8,1346
08,4,4,2.1,4,8,1411
09,14,8,2.6,14,18.7,3943
10,21,13,4.9,23,26.9,6017
11,2,1,0.4,2,2.4,677
,5,3,0.6,6,6.1,1912
