district_name,measures,volume,usage_area,apartments,living_area
Mitte,2,20,41.6,–,–
Friedrichshain-Kreuzberg,1,1,1.7,–,–
Pankow,–,–,–,–,–
Charlottenburg-Wilmersdorf,2,32,57.9,–,–
Spandau,5,157,298.6,1,1.4
Steglitz-Zehlendorf,–,–,–,–,–
Tempelhof-Schöneberg,2,9,14.6,–,–
Neukölln,–,–,–,–,–
Treptow-Köpenick,4,73,118.4,–,–
Marzahn-Hellersdorf,1,9,13.2,–,–
Lichtenberg,2,11,23.3,–,–
Reinickendorf,4,70,100.5,–,–
