district_name,measures,volume,usage_area,apartments,living_area,estimated_costs
Mitte,1,1,1,1,1.5,380
Friedrichshain-Kreuzberg,–,–,–,–,–,–
Pankow,7,4,1.9,9,8.9,2167
Charlottenburg-Wilmersdorf,1,3,2.4,1,2.5,737
Spandau,1,2,0.6,1,2.4,880
Steglitz-Zehlendorf,2,5,1,3,9.1,2511
Tempelhof-Schöneberg,2,1,0.4,2,1.7,780
Neukölln,–,–,–,–,–,–
Treptow-Köpenick,7,5,3.5,10,9.1,2133
Marzahn-Hellersdorf,5,4,2.3,5,7.3,1466
Lichtenberg,–,–,–,–,–,–
Reinickendorf,4,4,3.5,5,7,2624
