id,measures,usage_area,apartments,living_area,estimated_costs
01,5,"– 1,6",10,8.1,4305
02,1,20,–,–,4000
03,8,"– 2,9",7,9.2,3377
04,4,1,2,2.2,1005
05,9,2.8,–,16.3,4297
06,11,9.8,2,3.9,11510
07,28,"– 1,8",54,24,8160
08,17,29.5,58,30.1,15684
09,18,"– 4,0",3,10.4,4862
10,4,0,–,1.2,791
11,4,3.9,– 1,0.2,4319
12,6,0.9,4,2.9,1203
