id,measures,volume,usage_area,apartments,living_area
01,1,3,4.7,–,–
02,1,1,2.2,–,–
03,–,–,–,–,–
04,1,6,7.3,–,–
05,2,4,8.1,–,–
06,1,4,5.9,–,–
07,–,–,–,–,–
08,–,–,–,–,–
09,10,71,115.3,–,–
10,2,25,43.5,–,–
11,1,2,4.2,–,–
12,–,–,–,–,–
